ds;y
2019-08-02;671980.5226818708
2019-08-03;1071470.6462413801
2019-08-04;636085.6502316705
2019-08-05;639935.4322926902
2019-08-06;621371.3191515356
2019-08-07;985168.7906208126
2019-08-08;651766.8646203565
2019-08-09;726619.5614087584
2019-08-10;1165191.2746990463
2019-08-11;665241.386896315
2019-08-12;668202.0158812861
2019-08-13;671072.6038037933
2019-08-14;1108969.328008952
2019-08-15;713480.2531762506
2019-08-16;801938.716897231
2019-08-17;1021566.7257144853
2019-08-18;618745.8752206198
2019-08-19;632100.6423037135
2019-08-20;620440.1507782564
2019-08-21;1026438.2003678401
2019-08-22;652111.8480900954
2019-08-23;678570.3340911382
2019-08-24;1054697.7975121173
2019-08-25;640948.6599815353
2019-08-26;600305.6820821523
2019-08-27;556515.2771962432
2019-08-28;902147.2590389356
2019-08-29;569715.5114749877
2019-08-30;603079.3971079862
2019-08-31;1010318.521372017
2019-09-01;581568.5892179706
2019-09-02;534228.5198196579
2019-09-03;503824.02629075514
2019-09-04;865214.6048818904
2019-09-05;513087.1237966668
2019-09-06;581665.9162818402
2019-09-07;1013943.0268405037
2019-09-08;624751.2604163414
2019-09-09;507975.9261686816
2019-09-10;525772.2455065375
2019-09-11;926567.0464742497
2019-09-12;531821.800877889
2019-09-13;580988.0862359508
2019-09-14;1136361.021304092
2019-09-15;659533.191320263
2019-09-16;540616.4973942306
2019-09-17;524623.5020568
2019-09-18;942497.289433526
2019-09-19;519384.05534306436
2019-09-20;568681.295463791
2019-09-21;1172573.4049402166
2019-09-22;633423.5347154305
2019-09-23;520298.81571848306
2019-09-24;508602.0101435799
2019-09-25;869252.2092364401
2019-09-26;521149.2582883898
2019-09-27;536031.1867271182
2019-09-28;1114199.4111479372
2019-09-29;623723.7602817718
2019-09-30;495916.6758448088
2019-10-01;476098.1818966667
2019-10-02;824588.6051051463
2019-10-03;498746.765581784
2019-10-04;542395.6152494024
2019-10-05;1128511.3307658215
2019-10-06;626375.8937828233
2019-10-07;498486.1992317796
2019-10-08;447221.6710896051
2019-10-09;845570.308211387
2019-10-10;514747.1628782023
2019-10-11;557161.0353075631
2019-10-12;1224897.7177404307
2019-10-13;626661.7678751107
2019-10-14;507854.6635272499
2019-10-15;482324.4566230668
2019-10-16;830738.5700794238
2019-10-17;506024.81422992994
2019-10-18;545249.0994285566
2019-10-19;1084355.6884858415
2019-10-20;601588.1246239967
2019-10-21;506321.607661194
2019-10-22;495265.9025680651
2019-10-23;833841.8558797152
2019-10-24;493903.0337799353
2019-10-25;523417.92006559286
2019-10-26;1103209.1447836133
2019-10-27;651279.1953459018
2019-10-28;501720.55575231806
2019-10-29;479328.7504695248
2019-10-30;821307.4983527769
2019-10-31;525361.4657721155
2019-11-02;1028706.7945031202
2019-11-03;580741.0965861784
2019-11-04;455146.51180417766
2019-11-05;458369.40785035654
2019-11-06;824104.4532106804
2019-11-07;499201.2419983761
2019-11-08;513630.2691110019
2019-11-09;1218959.4816478495
2019-11-10;668168.8133602918
2019-11-11;513656.7944078965
2019-11-12;496409.1863483143
2019-11-13;904409.6687698397
2019-11-14;506782.4810710627
2019-11-15;579125.1986908776
2019-11-16;1258907.5740736492
2019-11-17;702416.1218321591
2019-11-18;511296.6614247174
2019-11-19;472564.38424674066
2019-11-20;838176.4082756385
2019-11-21;516689.28810434474
2019-11-22;579900.5104107461
2019-11-23;1280071.8427297007
2019-11-24;766238.6725111426
2019-11-25;552784.081089136
2019-11-26;539681.8599566215
2019-11-27;906684.2926993867
2019-11-28;564360.2907787042
2019-11-29;744647.8055738515
2019-11-30;1350375.6491948864
2019-12-01;873288.5090681919
2019-12-02;578978.4060551308
2019-12-03;554038.5681905737
2019-12-04;881410.6129560998
2019-12-05;589559.3421548083
2019-12-06;711765.5884104365
2019-12-07;1456565.8535436508
2019-12-08;959963.3905670911
2019-12-09;638240.9441461533
2019-12-10;658912.9342138628
2019-12-11;1028793.9172997692
2019-12-12;702126.6530548283
2019-12-13;775291.1040798599
2019-12-14;1556322.0934734268
2019-12-15;1102405.5200874603
2019-12-16;740805.6090713243
2019-12-17;745932.2193945907
2019-12-18;1116345.3221614053
2019-12-19;823033.3047095998
2019-12-20;936490.4547680289
2019-12-21;1592632.48059265
2019-12-22;1228720.8682101055
2019-12-23;1245389.0748846976
2019-12-24;720502.7313135522
2019-12-26;513969.79291125236
2019-12-27;805286.8471320267
2019-12-28;1074797.5659017921
2019-12-29;739705.6161217083
2019-12-30;769230.7356639819
2019-12-31;578250.8881853317
2020-01-02;654874.8756921168
2020-01-03;659130.0551231247
2020-01-04;1120944.373801991
2020-01-05;666730.9490059693
2020-01-06;526216.6239503592
2020-01-07;467066.6323558508
2020-01-08;677347.1651999864
2020-01-09;469803.94636405184
2020-01-10;520238.198892465
2020-01-11;1083501.7092096822
2020-01-12;603703.7610454174
2020-01-13;472945.83637603506
2020-01-14;471510.3201627492
2020-01-15;772735.3216663625
2020-01-16;474412.9123779029
2020-01-17;529070.0501507224
2020-01-18;1050611.9161509064
2020-01-19;598670.8541115816
2020-01-20;461093.4350522808
2020-01-21;462788.38702914596
2020-01-22;796196.6906966149
2020-01-23;499534.5137523276
2020-01-24;525990.2071082693
2020-01-25;1051446.2019643805
2020-01-26;614137.1701113285
2020-01-27;474327.11343031575
2020-01-28;459161.1758837446
2020-01-29;733644.5809497333
2020-01-30;457948.6267744826
2020-01-31;487146.83290355414
2020-02-01;1013726.6789817888
2020-02-02;601958.9183188741
2020-02-03;466537.50824581215
2020-02-04;429866.34809942753
2020-02-05;723791.916444138
2020-02-06;448964.0690437935
2020-02-07;506177.04720890155
2020-02-08;1057719.613447885
2020-02-09;585272.3130412631
2020-02-10;461907.53458334587
2020-02-11;458478.9394497372
2020-02-12;799646.2548263115
2020-02-13;469500.83324456593
2020-02-14;483410.10948503576
2020-02-15;1057887.297774665
2020-02-16;527999.2978380473
2020-02-17;465566.798337053
2020-02-18;461505.6062776872
2020-02-19;820991.9487826157
2020-02-20;472873.3145715929
2020-02-21;517783.59913244034
2020-02-22;1068015.7190735135
2020-02-23;579411.6235816798
2020-02-24;469618.5301903495
2020-02-25;428038.9049219354
2020-02-26;804617.9748093509
2020-02-27;468452.16118814
2020-02-28;488246.66157992906
2020-02-29;1046779.4407590079
2020-03-01;584199.6764178795
2020-03-02;477161.27134579455
2020-03-03;471591.74171161395
2020-03-04;839616.7947073705
2020-03-05;504075.4030023818
2020-03-06;532219.2358272431
2020-03-07;1167169.482059471
2020-03-08;528455.9194699073
2020-03-09;495350.39699285413
2020-03-10;561974.0383501678
2020-03-11;933109.6244950942
2020-03-12;514406.51815465855
2020-03-13;533763.6168838128
2020-03-14;1095942.8658300457
2020-03-15;1368624.1451239565
2020-03-16;146784.96855505017
2020-03-17;148726.61062460078
2020-03-18;151251.72225764534
2020-03-19;160665.94148236726
2020-03-20;172375.13519228637
2020-03-21;166868.79277719266
2020-03-23;175858.36567330555
2020-03-24;182954.66047471564
2020-03-25;187322.01920322794
2020-03-26;189113.98902374392
2020-03-27;197362.71859125356
2020-03-28;188006.02399036166
2020-03-29;150561.5427292673
2020-03-30;191190.35447737618
2020-03-31;197739.2618495744
2020-04-01;199040.77941366643
2020-04-02;202935.66897410472
2020-04-03;209005.1787127013
2020-04-04;211415.25076121773
2020-04-05;156534.43081261846
2020-04-06;201784.3358050347
2020-04-07;215991.55538945724
2020-04-08;222409.81721920933
2020-04-09;227979.47247410382
2020-04-10;241751.49358995052
2020-04-11;202113.95489515152
2020-04-13;168480.4388944848
2020-04-14;229867.43584629585
2020-04-15;231457.38823261228
2020-04-16;491219.81398376176
2020-04-17;689680.0077755809
2020-04-18;859486.657864362
2020-04-19;603099.9022737459
2020-04-20;681906.6849682238
2020-04-21;698880.8843755893
2020-04-22;801958.9708215628
2020-04-23;767673.5412945955
2020-04-24;842518.4399356041
2020-04-25;1044305.9205868449
2020-04-26;766526.4502404021
2020-04-27;750853.6717658102
2020-04-28;780578.7215058068
2020-04-29;930447.0064959987
2020-04-30;955197.2730401631
2020-05-01;935334.831168423
2020-05-02;1145022.1346859084
2020-05-03;654019.5049249727
2020-05-04;798646.9903629718
2020-05-05;846516.193534455
2020-05-06;1025168.1749504074
2020-05-07;869325.6490384069
2020-05-08;998632.7704199362
2020-05-09;1275498.437041012
2020-05-10;898491.4353601628
2020-05-11;847275.4064766817
2020-05-12;825158.4303264854
2020-05-13;1015056.9926787573
2020-05-14;855328.0324466764
2020-05-15;979934.1658098641
2020-05-16;1368366.4487241083
2020-05-17;948288.5879433824
2020-05-18;836784.1345773264
2020-05-19;749016.4398357663
2020-05-20;964156.0881876365
2020-05-21;841661.3491309929
2020-05-22;909791.3277948311
2020-05-23;1193432.2413251407
2020-05-24;935044.6279930723
2020-05-25;815725.5805835804
2020-05-26;805874.8003886933
2020-05-27;941469.460752474
2020-05-28;833107.7670802666
2020-05-29;895124.597302129
2020-05-30;1190731.569912868
2020-05-31;843739.8597998931
2020-06-01;756073.3863643333
2020-06-02;778933.3800477964
2020-06-03;923391.5384266031
2020-06-04;806071.1938801634
2020-06-05;869650.4462257365
2020-06-06;1206578.990169163
2020-06-07;781661.0695766871
2020-06-08;794047.7068072221
2020-06-09;778541.1245371074
2020-06-10;960644.9795712654
2020-06-11;886419.5166704508
2020-06-12;952601.5239133848
2020-06-13;1253517.0442936309
2020-06-14;874700.4279135298
2020-06-15;823894.0964937048
2020-06-16;823436.0737077283
2020-06-17;963026.0332348732
2020-06-18;865150.2967395101
2020-06-19;928389.0976241765
2020-06-20;1211152.8017093886
2020-06-21;913366.638259132
2020-06-22;903183.1177825447
2020-06-23;905558.305925127
2020-06-24;792816.8170737321
2020-06-25;927146.4188698444
2020-06-26;923637.2138904454
2020-06-27;1090450.699229358
2020-06-28;820440.7734057235
2020-06-29;830973.0942891254
2020-06-30;787634.8370050356
2020-07-01;947698.2285668883
2020-07-02;877481.2550043962
2020-07-03;918585.2512606255
2020-07-04;1177271.5036821389
2020-07-05;907601.8650461702
2020-07-06;699181.3787863472
2020-07-07;922988.1413249052
2020-07-08;993516.1517749899
2020-07-09;913593.6252260002
2020-07-10;1007069.834426963
2020-07-11;1298026.9273236503
2020-07-12;953522.0531785105
2020-07-13;923616.1869155664
2020-07-14;918659.3191661617
2020-07-15;1023573.7678603136
2020-07-16;918508.0814897694
2020-07-17;946678.6038847663
2020-07-18;1078664.316422319
2020-07-19;804779.8902464239
2020-07-20;877042.0270098441
2020-07-21;899597.7190086053
2020-07-22;1012304.4785641753
2020-07-23;889720.4618324831
2020-07-24;917140.1975362159
2020-07-25;1157054.3475668994
2020-07-26;807363.4541639548
2020-07-27;878706.6754052661
2020-07-28;868259.2837875859
2020-07-29;979527.4639170776
2020-07-30;875851.2489366125
2020-07-31;960323.4871750242
2020-08-01;1128433.6198595823
2020-08-02;775245.6197182998
2020-08-03;847859.156270999
2020-08-04;832492.6700862676
2020-08-05;936026.6437660815
2020-08-06;852656.1764935441
2020-08-07;890744.2030087677
2020-08-08;1014995.9989905974
2020-08-09;801554.8683112407
2020-08-10;898928.6727495565
2020-08-11;894288.3788622874
2020-08-12;1003990.822413848
2020-08-13;949529.8752067299
2020-08-14;964638.645665349
2020-08-15;1072869.9160471426
2020-08-16;825879.1260252069
2020-08-17;874678.917782059
2020-08-18;872938.5200961609
2020-08-19;940238.7063028297
2020-08-20;878836.7218335384
2020-08-21;930491.7274701436
2020-08-22;1111725.7556919286
2020-08-23;914388.2535464123
2020-08-24;866004.0634267692
2020-08-25;878135.5746505244
2020-08-26;928932.3588960937
2020-08-27;869197.1680374923
2020-08-28;899008.2293139764
2020-08-29;1263217.5531253093
2020-08-30;935915.3051610473
2020-08-31;879436.2515221466
2020-09-01;760877.9148403163
2020-09-02;859083.6762773332
2020-09-03;767413.6706900834
2020-09-04;803010.126302871
2020-09-05;1130265.6530246977
2020-09-06;896978.0632936603
2020-09-07;759739.5399310407
2020-09-08;743743.5973383997
2020-09-09;801121.3125750773
2020-09-10;799869.473171763
2020-09-11;838997.1270520124
2020-09-12;1111326.735988953
2020-09-13;886631.3131940701
2020-09-14;788148.9639344619
2020-09-15;739800.9332541556
2020-09-16;789514.0649060463
2020-09-17;769466.728669723
2020-09-18;810318.1306597139
2020-09-19;1138781.8194289482
2020-09-20;905105.9457344074
2020-09-21;779842.7773850452
2020-09-22;699372.3609239882
2020-09-23;776553.2250554495
2020-09-24;725855.3429642395
2020-09-25;787583.7576901413
2020-09-26;1076308.8990474767
2020-09-27;840883.9405115157
2020-09-28;719701.7349892593
2020-09-29;715806.7971131617
2020-09-30;765295.2899392208
2020-10-01;712306.4338993941
2020-10-02;775341.4489967345
2020-10-03;1167772.123276531
2020-10-04;873802.8872390459
2020-10-05;668069.9981741189
2020-10-06;703805.0037711962
2020-10-07;769373.1315747428
2020-10-08;723101.2634223
2020-10-09;855781.590865744
2020-10-10;1318409.7674973793
2020-10-11;976157.3403942192
2020-10-12;770199.3679993959
2020-10-13;765674.1813385781
2020-10-14;832131.6071651509
2020-10-15;764326.2227628737
2020-10-16;836357.845516305
2020-10-17;1230527.699927388
2020-10-18;993032.3960689293
2020-10-19;730926.4965738893
2020-10-20;728549.7140145537
2020-10-21;819256.0541161541
2020-10-22;731987.9916062638
2020-10-23;826442.2836855779
2020-10-24;1235831.725351195
2020-10-25;895363.5762156079
2020-10-26;695343.2021466645
2020-10-27;716165.9757235701
2020-10-28;749850.6000285265
2020-10-29;707400.3169184012
2020-10-30;769253.656612701
2020-10-31;1050115.9269199392
2020-11-02;842982.279926947
2020-11-03;677385.6824434915
2020-11-04;788920.01421319
2020-11-05;789954.5491077373
2020-11-06;911713.3247173555
2020-11-07;1146934.6134235729
2020-11-08;876353.3066143736
2020-11-09;676673.1327649093
2020-11-10;738894.6571084902
2020-11-11;791950.4593256885
2020-11-12;753114.6803425979
2020-11-13;855176.8430859434
2020-11-14;1264431.6869881926
2020-11-15;954121.5635408551
2020-11-16;751251.5898717562
2020-11-17;736639.3691057508
2020-11-18;796454.9958737694
2020-11-19;758177.2724174393
2020-11-20;874978.5908266108
2020-11-21;1261927.3897411267
2020-11-22;998241.7614532541
2020-11-23;800299.6951274424
2020-11-24;754323.5091461025
2020-11-25;837862.723689922
2020-11-26;808030.8480274596
2020-11-27;964855.0225134596
2020-11-28;1353265.1575295315
2020-11-29;1057083.624762853
2020-11-30;786140.3080456166
2020-12-01;786094.5337901013
2020-12-02;860823.0206818609
2020-12-03;836444.8523553718
2020-12-04;914905.1827840717
2020-12-05;1536732.0552881924
2020-12-06;1242353.5083123248
2020-12-07;1005384.8934546817
2020-12-08;1031478.8861228054
2020-12-09;865754.4260788731
2020-12-10;878455.385661826
2020-12-11;996205.5463124077
2020-12-12;1360108.4135606391
2020-12-13;1110506.8965575765
2020-12-14;1896660.9209156297
2020-12-15;1913477.3696957445
2020-12-16;179545.89408763804
2020-12-17;205566.46628005858
2020-12-18;218762.97058991372
2020-12-19;227406.07189398477
2020-12-20;207934.81292529963
2020-12-21;254002.5860701977
2020-12-22;259912.45120770312
2020-12-23;252847.99642569837
2020-12-24;197284.63082287286
2020-12-27;192601.08475749823
2020-12-28;247198.4657230332
2020-12-29;247042.21288121713
2020-12-30;253042.29301755963
2020-12-31;210453.28598677172
2021-01-02;203785.93760763842
2021-01-03;193938.9646866956
2021-01-04;248109.77636038585
2021-01-05;242615.77376464894
2021-01-06;234185.46428677655
2021-01-07;241373.11433658053
2021-01-08;257333.85413993674
2021-01-09;264308.1229125
2021-01-10;211933.2429433792
2021-01-11;244134.07402838863
2021-01-12;245139.99638956445
2021-01-13;249882.70014804968
2021-01-14;250802.47568889215
2021-01-15;253695.96523385472
2021-01-16;261267.72477420847
2021-01-17;231349.31576613913
2021-01-18;245524.5407210469
2021-01-19;248552.61836624533
2021-01-20;249802.27390176425
2021-01-21;251800.59023954315
2021-01-22;265069.7419745543
2021-01-23;260475.85044637017
2021-01-24;225050.3549620556
2021-01-25;260716.62670237088
2021-01-26;252476.188101978
2021-01-27;252753.00783973347
2021-01-28;255540.22226074466
2021-01-29;270311.94268086366
2021-01-30;275139.85593589407
2021-01-31;226794.840152721
2021-02-01;263106.6864048513
2021-02-02;259119.16606261657
2021-02-03;263337.1134466539
2021-02-04;269495.0601678294
2021-02-05;275854.8503868313
2021-02-06;287907.00797193515
2021-02-07;244944.2889804549
2021-02-08;278459.66353127355
2021-02-09;267462.6619640588
2021-02-10;274357.0552888514
2021-02-11;273272.793917867
2021-02-12;289025.7667235802
2021-02-13;297991.9161881184
2021-02-14;225106.38180045076
2021-02-15;371581.8832236248
2021-02-16;280806.1811616931
2021-02-17;352178.66236620914
2021-02-18;326838.18139252794
2021-02-19;338160.60825064185
2021-02-20;354582.3470845807
2021-02-21;277252.66105968633
2021-02-22;322942.14191940095
2021-02-23;319738.6977576114
2021-02-24;322990.85376699496
2021-02-25;333908.57900061295
2021-02-26;349296.0245183003
2021-02-27;391683.64221845806
2021-02-28;305815.02345070336
2021-03-01;342950.05257782625
2021-03-02;345469.54026814125
2021-03-03;350308.42117780744
2021-03-04;340646.6421785347
2021-03-05;374605.0326715859
2021-03-06;415141.3006060848
2021-03-07;317455.7152190248
2021-03-08;331262.9874398156
2021-03-09;350280.48506366456
2021-03-10;374853.7133694299
2021-03-11;310232.2536026302
2021-03-12;366459.3024263346
2021-03-13;389089.12030942313
2021-03-14;272197.01677663624
2021-03-15;1082558.9547413297
2021-03-16;998385.887064614
2021-03-17;974590.4055879401
2021-03-18;888377.5764009937
2021-03-19;950770.0801993116
2021-03-20;1393981.9907455503
2021-03-21;1028416.3787388691
2021-03-22;828554.9148729972
2021-03-23;802177.4832218093
2021-03-24;927797.4627142798
2021-03-25;869098.1499255511
2021-03-26;991263.5984385604
2021-03-27;1166002.9681102838
2021-03-28;890732.4043247937
2021-03-29;777554.8183335621
2021-03-30;758958.0631330598
2021-03-31;753387.8474165187
2021-04-01;758912.5884346315
2021-04-02;810026.4586883239
2021-04-03;936452.8265326527
2021-04-05;630175.2246325184
2021-04-06;797160.5880974284
2021-04-07;893774.1553015426
2021-04-08;877491.5462398034
2021-04-09;1007772.585689862
2021-04-10;1415702.768827268
2021-04-11;1010994.225528902
2021-04-12;862713.4771420669
2021-04-13;881410.7579030773
2021-04-14;865739.9410442485
2021-04-15;864698.9028619744
2021-04-16;966038.4469433626
2021-04-17;1333511.7351111847
2021-04-18;1017360.3161098622
2021-04-19;862865.1883119193
2021-04-20;863942.1346921026
2021-04-21;910786.8816155451
2021-04-22;869430.1074935728
2021-04-23;918942.8837699399
2021-04-24;1303566.6945117705
2021-04-25;988833.272465712
2021-04-26;767258.6643922743
2021-04-27;770477.8884483548
2021-04-28;786892.6215117113
2021-04-29;798691.3344749751
2021-04-30;915520.8499028491
2021-05-01;1193653.1984977422
2021-05-02;724621.8151957579
2021-05-03;755583.668505929
2021-05-04;756152.1408888106
2021-05-05;828375.9343450988
2021-05-06;821387.0645803288
2021-05-07;941676.5320046247
2021-05-08;1422378.99762456
2021-05-09;1011226.111703612
2021-05-10;886603.7442789371
2021-05-11;893874.7388408415
2021-05-12;894100.0057702427
2021-05-13;916656.7510503742
2021-05-14;1037600.0646273383
2021-05-15;1356994.8655143357
2021-05-16;1071311.6780595176
2021-05-17;888141.9505942626
2021-05-18;904082.9099667468
2021-05-19;884486.4168094447
2021-05-20;894356.3106791066
2021-05-21;961715.0651278439
2021-05-22;1328628.510089515
2021-05-23;994229.9286713158
2021-05-24;855494.0933673079
2021-05-25;831430.0251412044
2021-05-26;865846.8346086374
2021-05-27;830244.8710107023
2021-05-28;901344.3590776705
2021-05-29;1207404.7337740927
2021-05-30;894965.716088453
2021-05-31;834087.0288607021
2021-06-01;846311.8472854826
2021-06-02;865951.9694830319
2021-06-03;871955.586325627
2021-06-04;970089.3091147937
2021-06-05;1230240.1734395563
2021-06-06;849518.9731005023
2021-06-07;853783.5064431293
2021-06-08;889112.0227363203
2021-06-09;917773.2293029056
2021-06-10;925517.7463142542
2021-06-11;1010388.4534571264
2021-06-12;1347490.7405109957
2021-06-13;1049817.4714299992
2021-06-14;923578.404070081
2021-06-15;927526.904685955
2021-06-16;972256.9235223696
2021-06-17;967993.2791878717
2021-06-18;1042955.4109443356
2021-06-19;1264913.9738982138
2021-06-20;1033103.4615104964
2021-06-21;1086444.2488118531
2021-06-22;968341.4708173806
2021-06-23;1068661.2935853286
2021-06-24;844887.7625571607
2021-06-25;1126310.697436756
2021-06-26;1102955.8740981463
2021-06-27;870030.4005695961
2021-06-28;851086.217127
2021-06-29;862431.2267242187
2021-06-30;853381.7907263711
2021-07-01;907766.7953803765
2021-07-02;921603.7624053046
2021-07-03;1157638.6964753906
2021-07-04;913543.6668343993
2021-07-05;1109661.1599328746
2021-07-06;811268.6929385915
2021-07-07;981969.0667647806
2021-07-08;939485.8420382203
2021-07-09;1009923.3186061174
2021-07-10;1203111.6362137534
2021-07-11;934477.2958597472
2021-07-12;961721.5974049661
2021-07-13;935303.6579051145
2021-07-14;973062.7030969224
2021-07-15;959706.4189021303
2021-07-16;1008051.8598631042
2021-07-17;1087778.9109181485
2021-07-18;885613.3988862836
2021-07-19;948861.0801891088
2021-07-20;937349.9033768085
2021-07-21;962795.9540658167
2021-07-22;934973.4590270874
2021-07-23;919921.1695740599
2021-07-24;1045590.1411449474
2021-07-25;826443.8007972765
2021-07-26;870431.662119158
2021-07-27;863363.8059147462
2021-07-28;914928.5482368553
2021-07-29;895254.769351115
2021-07-30;925226.6831201699
2021-07-31;1062129.7315347793
2021-08-01;876517.3769298462
2021-08-02;945620.964441995
2021-08-03;915056.5654074416
2021-08-04;899394.9285238585
2021-08-05;895350.6662714727
2021-08-06;952090.4118810915
2021-08-07;1242907.2154297584
2021-08-08;936670.3146409247
2021-08-09;927053.1020056874
2021-08-10;915605.054433683
2021-08-11;984836.2049492217
2021-08-12;955543.8895791824
2021-08-13;966260.7472912896
2021-08-14;1172360.0913048987
2021-08-15;933083.9205644059
2021-08-16;915316.3876962945
2021-08-17;964007.9813659595
2021-08-18;945848.9757008383
2021-08-19;927446.6137235154
2021-08-20;967403.1034108823
2021-08-21;1166466.4505657488
2021-08-22;955313.762094467
2021-08-23;916617.7796396726
2021-08-24;900398.5413965253
2021-08-25;939789.7861870442
2021-08-26;955236.0221988324
2021-08-27;919025.0010642968
2021-08-28;1216480.9463102627
2021-08-29;1005254.2865647632
2021-08-30;898403.3269240664
2021-08-31;958337.6749298433
2021-09-01;849344.8241385226
2021-09-02;809600.5658157078
2021-09-03;877189.8825900932
2021-09-04;1152840.1398148832
2021-09-05;963208.9369942977
2021-09-06;793519.5683366309
2021-09-07;804729.7482553179
2021-09-08;841193.817823288
2021-09-09;827718.3968760686
2021-09-10;893325.4477746575
2021-09-11;1219955.8664979015
2021-09-12;1169195.8794583704
2021-09-13;607674.8927160555
2021-09-14;643950.8887490679
2021-09-15;666792.0199991838
2021-09-16;660882.6766707975
2021-09-17;707684.0554585523
2021-09-18;1043354.556268025
2021-09-19;859143.28813764
2021-09-20;693456.7172336436
2021-09-21;674769.0706150755
2021-09-22;672646.3028023586
2021-09-23;644150.1038750346
2021-09-24;697984.7448552218
2021-09-25;994899.3131399789
2021-09-26;752181.6083323467
2021-09-27;611811.0706784818
2021-09-28;633708.2782212929
2021-09-29;645900.1550296383
2021-09-30;623781.1882742833
2021-10-01;685211.9688764513
2021-10-02;970707.1890907618
2021-10-03;738760.9000375924
2021-10-04;620534.8687965298
2021-10-05;621676.9833378267
2021-10-06;650479.1749979244
2021-10-07;648300.1194422526
2021-10-08;714443.4838209673
2021-10-09;1074378.3502532758
2021-10-10;821725.351499704
2021-10-11;635363.3118005364
2021-10-12;630367.8688288353
2021-10-13;800974.6262337804
2021-10-14;649105.212934445
2021-10-15;703570.3346145168
2021-10-16;1265620.329509288
2021-10-17;855185.8104722888
2021-10-18;626397.9450496769
2021-10-19;614304.2263345391
2021-10-20;772667.341533884
2021-10-21;652013.0618933182
2021-10-22;693296.9953274978
2021-10-23;1206849.8670808384
2021-10-24;785665.0558955735
2021-10-25;608613.5886690363
2021-10-26;587752.1432385161
2021-10-27;728094.2326322506
2021-10-28;629441.2517906517
2021-10-29;648072.3594248372
2021-10-30;1017481.0182896473
2021-10-31;771077.4181369632
2021-11-02;761248.8824715668
2021-11-03;696290.3436768716
2021-11-04;591385.4131675797
2021-11-05;654654.7302225896
2021-11-06;1182612.2973225885
2021-11-07;787624.1978968822
2021-11-08;593321.0254428636
2021-11-09;597928.7352495757
2021-11-10;792897.4848983135
2021-11-11;628291.8995636083
2021-11-12;690977.766381388
2021-11-13;1297168.1551340993
2021-11-14;876003.2693266836
2021-11-15;619636.1588830936
2021-11-16;607641.4486167651
2021-11-17;822497.0975239242
2021-11-18;617785.5628417181
2021-11-19;698350.0305649518
2021-11-20;1295975.8502860374
2021-11-21;896286.6468844071
2021-11-22;645770.1086013663
2021-11-23;639124.7438471637
2021-11-24;889404.5837158394
2021-11-25;668316.4950041677
2021-11-26;834620.7429583636
2021-11-27;1424355.272358617
2021-11-28;1020699.8944729817
2021-11-29;676961.9927649345
2021-11-30;674078.7074871926
2021-12-01;827134.9369757065
2021-12-02;668250.4764874524
2021-12-03;774730.2945605256
2021-12-04;1444552.7833268307
2021-12-05;1012115.9218726257
2021-12-06;740173.4663127636
2021-12-07;744338.884912131
2021-12-08;875875.1748510427
2021-12-09;776064.2705844605
2021-12-10;866126.68856979
2021-12-11;1549093.346123917
2021-12-12;1151175.1242204513
2021-12-13;773629.0743931659
2021-12-14;786092.8813945572
2021-12-15;915363.3215276304
2021-12-16;837652.3283204192
2021-12-17;869716.8609308574
2021-12-18;1478396.530423759
2021-12-19;1176166.1573574848
2021-12-20;950783.4733000386
2021-12-21;991445.5648741967
2021-12-22;1102546.8723799826
2021-12-23;1071756.6362912494
2021-12-24;773798.5463993361
2021-12-26;543096.0376975283
2021-12-27;793316.8744832028
2021-12-28;763803.0704683111
2021-12-29;863627.029626006
2021-12-30;774731.2125580502
2021-12-31;621141.5298764344
2022-01-01;146704.2717410733
2022-01-02;661705.7145988124
2022-01-03;649168.7673525416
2022-01-04;624765.8420822844
2022-01-05;709645.8258317208
2022-01-06;620658.4119370752
2022-01-07;614944.8629859851
2022-01-08;937050.4429211573
2022-01-09;675301.2096222475
2022-01-10;552507.5222559401
2022-01-11;561313.7662148277
2022-01-12;610334.9306589502
2022-01-13;540032.8828837589
2022-01-14;587420.1663442309
2022-01-15;928700.9655411075
2022-01-16;660967.1710955866
2022-01-17;496583.1130582616
2022-01-18;535708.8729646708
2022-01-19;560645.7539108853
2022-01-20;520002.82432716154
2022-01-21;543390.3283776464
2022-01-22;840066.2366322752
2022-01-23;606362.4171604594
2022-01-24;492318.7729782713
2022-01-25;480739.5677178334
2022-01-26;527006.9715033671
2022-01-27;481696.71058949234
2022-01-28;525840.7281218715
2022-01-29;770117.9367873993
2022-01-30;554089.531547886
2022-01-31;455637.118670711
2022-02-01;447414.27663339465
2022-02-02;477830.1726578659
2022-02-03;453368.9883657591
2022-02-04;484037.6815822371
2022-02-05;858514.1602762128
2022-02-06;619010.0942344589
2022-02-07;500017.65101795044
2022-02-08;494696.04835733044
2022-02-09;552131.9839633305
2022-02-10;528510.6224592407
2022-02-11;603234.4227320589
2022-02-12;910237.5905493612
2022-02-13;670446.210608676
2022-02-14;528739.4454211581
2022-02-15;577776.8149373727
2022-02-16;644177.6631270358
2022-02-17;556694.2963766688
2022-02-18;613123.7491598465
2022-02-19;837301.5566347096
2022-02-20;658941.68203108
2022-02-21;532889.0841262346
2022-02-22;521808.39017417317
2022-02-23;579249.5921870248
2022-02-24;530569.9904639705
2022-02-25;559857.0007746306
2022-02-26;818626.2981511574
2022-02-27;602876.8288752718
